root_id,panel_id,topology_id,routing_id,source_class,source_scale,pump_capacity_scale,apical_pump_fraction,apical_k_fraction,ae4_cation_fraction,hydraulic_scale,hydraulic_mode,eligibility,passes_numerical_gate,passes_wt_gate,core_state_json,coordinates_json,calibration_json,observables_json,member_start_ids_json,max_abs_scaled_residual,max_abs_amount_rhs_fmol_s,max_abs_volume_rhs_pL_s,max_abs_omitted_charge_rhs_fmol_equivalent_s,max_abs_charge_residual_fmol,max_abs_current_residual_A,normalized_jacobian_rank,normalized_jacobian_nullity,boundary_hits_json,gate_failures_json,root_search_stage,root_search_start_count,panel_confirmation_start_count,panel_geometry_start_count
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P1_H1:B00,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P1_H1,PHIGH_KLOW,AE4NA05,AN_ABS_AE4_NHE,0.5,1.0,0.094586,0.2,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[12.868485838557111,115.62344952762666,35.77698951152612,6.175958554428901,14.653183648712798,1.3,14.220153512235132,1.2302551331239164,14.638574926933163,0.9071357083155365,0.8118337184258839,0.10287561356226661]","[9.898835260428546,88.94111502125128,4.750737349560692,6.682929319533848,1.3,138.22667024608535,11.958666301215212,8.817791475590884,7.027923703164795,0.10287561356226661]","{""cell_other_impermeant_osmoles_fmol"":191.07881582792717}","{""cl_i_mM"":27.520761162712397,""cl_l_mM"":142.29392583960632,""hco3_i_mM"":3.7659427304433652,""k_i_mM"":88.94111502125128,""k_l_mM"":11.958666301215212,""na_i_mM"":9.898835260428546,""na_l_mM"":138.22667024608535,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1720763538969,""osm_lumen_mOsm"":301.29705386249776,""ph_i"":6.682929319533848,""ph_l"":7.027923703164786,""rest_outflow_pL_s"":0.0005751227124533215,""tic_i_mM"":4.750737349560692,""tic_l_mM"":8.817791475590884,""v_apical_mV"":-48.30618425613962,""v_basolateral_mV"":-69.05624443331075,""v_transepithelial_mV"":-20.750060177171125,""volume_i_pL"":1.3,""volume_l_pL"":0.10287561356226661}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",8.345104121620928e-12,7.216449660063518e-16,8.345104121620928e-16,2.131975151975496e-15,1.4210854715202004e-14,4.8467614016778965e-27,11,0,[],"[""cl_i_mM=27.5207612 outside [47.1,53.1]"", ""ph_i=6.68292932 outside [6.77,7.05]"", ""na_i_mM=9.89883526 outside [10,35]"", ""k_i_mM=88.941115 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P2_H1,PHIGH_KLOW,AE4NA05,AN_ABS_AE4_NHE,0.5,2.0,0.094586,0.2,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[9.218694570127452,119.52004757888751,35.71014570132099,6.3017530773105594,14.966834241749131,1.3,14.215366501003471,1.2501541072814648,14.672241607215197,0.8883135603177565,0.7932790010697389,0.10297346334079724]","[7.091303515482655,91.93849813760578,4.847502367161969,6.695082082621126,1.3,138.04883355196873,12.140546376924316,8.626626040320954,7.019192131986835,0.10297346334079724]","{""cell_other_impermeant_osmoles_fmol"":190.77352207935925}","{""cl_i_mM"":27.46934284716999,""cl_l_mM"":142.48565728683397,""hco3_i_mM"":3.8647146634105405,""k_i_mM"":91.93849813760578,""k_l_mM"":12.140546376924316,""na_i_mM"":7.091303515482656,""na_l_mM"":138.04883355196873,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1724330823121,""osm_lumen_mOsm"":301.30166325604796,""ph_i"":6.695082082620806,""ph_l"":7.0191921319868325,""rest_outflow_pL_s"":0.0005946926681594467,""tic_i_mM"":4.847502367161969,""tic_l_mM"":8.626626040320954,""v_apical_mV"":-48.52784482760806,""v_basolateral_mV"":-69.83804209630539,""v_transepithelial_mV"":-21.310197268697323,""volume_i_pL"":1.3,""volume_l_pL"":0.10297346334079724}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",2.7506209115957247e-12,1.8735013540549517e-16,2.7506209115957247e-16,4.354155924701786e-16,1.4210854715202004e-14,2.5849394142282115e-26,11,0,[],"[""cl_i_mM=27.4693428 outside [47.1,53.1]"", ""ph_i=6.69508208 outside [6.77,7.05]"", ""na_i_mM=7.09130352 outside [10,35]"", ""k_i_mM=91.9384981 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P0.5_H1:B00,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P0.5_H1,PHIGH_KLOW,AE4NA10,AN_ABS_AE4_NHE,0.5,0.5,0.094586,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[31.838077669948653,98.15375991054894,35.86047280243423,6.8426075245884155,16.06960257211852,1.3,14.29702896635289,1.0992924855736101,14.500431411006923,0.9924936012979351,0.8958900409195766,0.10252650060389115]","[24.490828976883577,75.5028922388838,5.263544249683396,6.73236906498206,1.3,139.44715641460488,10.722032636427357,9.680361618235777,7.064409526816893,0.10252650060389115]","{""cell_other_impermeant_osmoles_fmol"":188.827126774799}","{""cl_i_mM"":27.584979078795563,""cl_l_mM"":141.4310575860676,""hco3_i_mM"":4.2674448718898335,""k_i_mM"":75.5028922388838,""k_l_mM"":10.722032636427357,""na_i_mM"":24.490828976883577,""na_l_mM"":139.44715641460488,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17080360178403,""osm_lumen_mOsm"":301.2806082553356,""ph_i"":6.732369064982058,""ph_l"":7.064409526816607,""rest_outflow_pL_s"":0.0005053001207782293,""tic_i_mM"":5.263544249683396,""tic_l_mM"":9.680361618235777,""v_apical_mV"":-47.55520503140338,""v_basolateral_mV"":-65.82143825284956,""v_transepithelial_mV"":-18.266233221446175,""volume_i_pL"":1.3,""volume_l_pL"":0.10252650060389115}","[""frozen_reference"", ""lower_quartile""]",6.2759042754323424e-12,1.942890293094024e-16,6.275904275432342e-16,8.847089727481716e-17,1.4210854715202004e-14,2.1002632740604218e-26,11,0,[],"[""cl_i_mM=27.5849791 outside [47.1,53.1]"", ""ph_i=6.73236906 outside [6.77,7.05]"", ""k_i_mM=75.5028922 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P1_H1:B00,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P1_H1,PHIGH_KLOW,AE4NA10,AN_ABS_AE4_NHE,0.5,1.0,0.094586,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[14.380046700651116,115.0376034983979,34.70547013654181,7.061795128746158,16.650417856562356,1.3,14.271704115679443,1.1803688352343622,14.633940776401975,0.9135512605406082,0.8181321745118293,0.10288686875688431]","[11.061574385116243,88.49046422953684,5.432150099035506,6.754386680247758,1.3,138.71259071361817,11.472492549301943,8.879182266682415,7.030717573812055,0.10288686875688431]","{""cell_other_impermeant_osmoles_fmol"":190.33883713833376}","{""cl_i_mM"":26.69651548964755,""cl_l_mM"":142.23331852951154,""hco3_i_mM"":4.445633271790743,""k_i_mM"":88.49046422953684,""k_l_mM"":11.472492549301943,""na_i_mM"":11.061574385116243,""na_l_mM"":138.71259071361817,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1721173866698,""osm_lumen_mOsm"":301.29758405911406,""ph_i"":6.754386680247758,""ph_l"":7.030717573812042,""rest_outflow_pL_s"":0.0005773737513768612,""tic_i_mM"":5.432150099035506,""tic_l_mM"":8.879182266682415,""v_apical_mV"":-49.09117348716718,""v_basolateral_mV"":-69.53626908788323,""v_transepithelial_mV"":-20.445095600716044,""volume_i_pL"":1.3,""volume_l_pL"":0.10288686875688431}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",7.582909994363618e-12,4.718447854656915e-16,7.582909994363618e-16,1.43982048506075e-16,1.7763568394002505e-15,4.0389678347315804e-26,11,0,[],"[""cl_i_mM=26.6965155 outside [47.1,53.1]"", ""ph_i=6.75438668 outside [6.77,7.05]"", ""k_i_mM=88.4904642 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P2_H1:B00,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P2_H1,PHIGH_KLOW,AE4NA10,AN_ABS_AE4_NHE,0.5,2.0,0.094586,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[9.970853731106631,119.75811009617735,34.46128863434562,7.304396261110746,17.20591298699352,1.3,14.271585557732882,1.1982061668290647,14.672810846821616,0.8920628397287415,0.7969808777403303,0.10300151994830793]","[7.669887485466639,92.12162315090565,5.618766354700574,6.7736517834782495,1.3,138.55703842909486,11.632897916753008,8.660676465516525,7.020979520883929,0.10300151994830793]","{""cell_other_impermeant_osmoles_fmol"":190.0296472550914}","{""cl_i_mM"":26.508683564881245,""cl_l_mM"":142.45237210271532,""hco3_i_mM"":4.634784676935271,""k_i_mM"":92.12162315090565,""k_l_mM"":11.632897916753008,""na_i_mM"":7.6698874854666395,""na_l_mM"":138.55703842909486,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1725353675629,""osm_lumen_mOsm"":301.30298491407973,""ph_i"":6.7736517834782495,""ph_l"":7.020979520883927,""rest_outflow_pL_s"":0.0006003039896615853,""tic_i_mM"":5.618766354700574,""tic_l_mM"":8.660676465516525,""v_apical_mV"":-49.47737124504765,""v_basolateral_mV"":-70.54791649907459,""v_transepithelial_mV"":-21.070545254026943,""volume_i_pL"":1.3,""volume_l_pL"":0.10300151994830793}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",5.467631555844399e-12,1.1102230246251565e-16,5.467631555844399e-16,2.5804011705155006e-16,1.2212453270876722e-15,9.693522803355793e-27,11,0,[],"[""cl_i_mM=26.5086836 outside [47.1,53.1]"", ""na_i_mM=7.66988749 outside [10,35]"", ""k_i_mM=92.1216232 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P0.5_H1:B00,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P0.5_H1,PHIGH_KLOW,AE4NA20,AN_ABS_AE4_NHE,0.5,0.5,0.094586,0.2,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[48.09583045543008,85.41106279438769,36.62232358434122,8.187681970871344,18.822807459531717,1.3,14.36041752733594,1.0033980578918567,14.405694652163305,1.0560204473329649,0.9581209330644929,0.10231834746758225]","[36.99679265802314,65.70081753414438,6.298216900670265,6.820407054421808,1.3,140.35036611479464,9.80662884738014,10.320929466414087,7.087492760805656,0.10231834746758225]","{""cell_other_impermeant_osmoles_fmol"":183.20415936120872}","{""cl_i_mM"":28.171018141800936,""cl_l_mM"":140.79287839092098,""hco3_i_mM"":5.289512200084498,""k_i_mM"":65.70081753414438,""k_l_mM"":9.806628847380138,""na_i_mM"":36.99679265802314,""na_l_mM"":140.35036611479464,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1700447432608,""osm_lumen_mOsm"":301.27080281950987,""ph_i"":6.820407054421788,""ph_l"":7.087492760805656,""rest_outflow_pL_s"":0.0004636694935164498,""tic_i_mM"":6.298216900670265,""tic_l_mM"":10.320929466414087,""v_apical_mV"":-46.539113383424855,""v_basolateral_mV"":-63.099763980277835,""v_transepithelial_mV"":-16.56065059685298,""volume_i_pL"":1.3,""volume_l_pL"":0.10231834746758225}","[""frozen_reference"", ""lower_quartile"", ""upper_quartile""]",2.4649336391457943e-12,9.020562075079397e-16,2.4649336391457943e-16,1.4905611467330715e-15,4.440892098500626e-16,2.1002632740604218e-26,11,0,[],"[""cl_i_mM=28.1710181 outside [47.1,53.1]"", ""na_i_mM=36.9967927 outside [10,35]"", ""k_i_mM=65.7008175 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P1_H1:B00,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P1_H1,PHIGH_KLOW,AE4NA20,AN_ABS_AE4_NHE,0.5,1.0,0.094586,0.2,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[16.472597106352502,114.74138721551856,33.3795687977372,8.563361231896026,19.772653318189022,1.3,14.329070569840153,1.1247664278202045,14.628129204057032,0.9213549972046615,0.8257077936033262,0.10289913814905455]","[12.671228543348079,88.26260555039889,6.587200947612328,6.853329294048224,1.3,139.25355282455115,10.930766263473695,8.953962236982322,7.033652384529771,0.10289913814905455]","{""cell_other_impermeant_osmoles_fmol"":188.36689640043525}","{""cl_i_mM"":25.67659138287477,""cl_l_mM"":142.15988070636175,""hco3_i_mM"":5.5974228262467145,""k_i_mM"":88.26260555039889,""k_l_mM"":10.930766263473695,""na_i_mM"":12.671228543348079,""na_l_mM"":139.25355282455115,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17216211687656,""osm_lumen_mOsm"":301.2981620313689,""ph_i"":6.853329294048224,""ph_l"":7.033652384529753,""rest_outflow_pL_s"":0.0005798276298109084,""tic_i_mM"":6.587200947612327,""tic_l_mM"":8.953962236982322,""v_apical_mV"":-50.09809062200185,""v_basolateral_mV"":-70.18126320265979,""v_transepithelial_mV"":-20.083172580657934,""volume_i_pL"":1.3,""volume_l_pL"":0.10289913814905455}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",7.048398323328264e-12,2.7755575615628914e-16,7.048398323328264e-16,2.229119666630197e-16,1.4210854715202004e-14,2.5849394142282115e-26,11,0,[],"[""cl_i_mM=25.6765914 outside [47.1,53.1]"", ""k_i_mM=88.2626056 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P2_H1:B00,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P2_H1,PHIGH_KLOW,AE4NA20,AN_ABS_AE4_NHE,0.5,2.0,0.094586,0.2,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[10.847349421721992,120.80700716963226,32.89368488507129,9.01291117575177,20.698909500338107,1.3,14.334210506454408,1.1411907475694114,14.674855319615824,0.8957303522026293,0.8005459344079944,0.10303849941317826]","[8.344114939786147,92.92846705356327,6.9330085967321295,6.881273922065844,1.3,139.11509375709244,11.075382056888312,8.6931618502207,7.0224354052281255,0.10303849941317826]","{""cell_other_impermeant_osmoles_fmol"":187.96351858526083}","{""cl_i_mM"":25.302834526977914,""cl_l_mM"":142.42108923549563,""hco3_i_mM"":5.946721616499061,""k_i_mM"":92.92846705356327,""k_l_mM"":11.075382056888312,""na_i_mM"":8.344114939786147,""na_l_mM"":139.11509375709244,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1726701826447,""osm_lumen_mOsm"":301.3047268996971,""ph_i"":6.881273922065844,""ph_l"":7.022435405228121,""rest_outflow_pL_s"":0.0006076998826356512,""tic_i_mM"":6.93300859673213,""tic_l_mM"":8.6931618502207,""v_apical_mV"":-50.72655213136838,""v_basolateral_mV"":-71.53975309549355,""v_transepithelial_mV"":-20.813200964125173,""volume_i_pL"":1.3,""volume_l_pL"":0.10303849941317826}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",9.094287822808411e-12,3.608224830031759e-16,9.094287822808411e-16,4.458239333260394e-16,2.842170943040401e-14,4.8467614016778965e-27,11,0,[],"[""cl_i_mM=25.3028345 outside [47.1,53.1]"", ""na_i_mM=8.34411494 outside [10,35]"", ""k_i_mM=92.9284671 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P0.5_H1:B00,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P0.5_H1,PLOW_KHIGH,AE4NA05,AN_ABS_AE4_NHE,0.5,0.5,0.056878,0.4,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[23.39413773405176,107.1271378085281,37.88721276805641,6.168177970840161,14.572300568578614,1.3,14.033327360545115,1.3674037616823063,14.527374384228732,0.9695092678943532,0.8733567379986887,0.10255383805288423]","[17.9954905646552,82.4054906219447,4.744752285261662,6.6786540691237395,1.3,136.83863643707326,13.33352108165053,9.453661474809003,7.055485342650056,0.10255383805288423]","{""cell_other_impermeant_osmoles_fmol"":186.94550796330583}","{""cl_i_mM"":29.14400982158185,""cl_l_mM"":141.65607704255163,""hco3_i_mM"":3.7535151577977426,""k_i_mM"":82.4054906219447,""k_l_mM"":13.33352108165053,""na_i_mM"":17.9954905646552,""na_l_mM"":136.83863643707326,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17090326521713,""osm_lumen_mOsm"":301.28189603608445,""ph_i"":6.6786540691237395,""ph_l"":7.055485342649915,""rest_outflow_pL_s"":0.0005107676105768456,""tic_i_mM"":4.744752285261662,""tic_l_mM"":9.453661474809003,""v_apical_mV"":-46.223208865378176,""v_basolateral_mV"":-65.30341665479762,""v_transepithelial_mV"":-19.080207789419447,""volume_i_pL"":1.3,""volume_l_pL"":0.10255383805288423}","[""parent_continuation_00"", ""lower_quartile""]",2.8080836267374565e-12,2.220446049250313e-16,2.8080836267374565e-16,3.148523108897905e-16,1.4210854715202004e-14,1.454028420503369e-26,11,0,[],"[""cl_i_mM=29.1440098 outside [47.1,53.1]"", ""ph_i=6.67865407 outside [6.77,7.05]"", ""k_i_mM=82.4054906 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P1_H1:B00,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P1_H1,PLOW_KHIGH,AE4NA05,AN_ABS_AE4_NHE,0.5,1.0,0.056878,0.4,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[12.865934525391877,117.98962049575526,37.901036964510354,6.281539923179681,14.892755850691932,1.3,13.972936226957557,1.4663195421891029,14.620392665423676,0.9142913021450867,0.8188631037229853,0.10280316448859424]","[9.896872711839904,90.76124653519635,4.831953787061293,6.691794992374568,1.3,135.9193201538832,14.263369707376931,8.893610490429262,7.031060327449121,0.10280316448859424]","{""cell_other_impermeant_osmoles_fmol"":186.48522398779247}","{""cl_i_mM"":29.15464381885412,""cl_l_mM"":142.21734066411713,""hco3_i_mM"":3.846405217147738,""k_i_mM"":90.76124653519635,""k_l_mM"":14.263369707376931,""na_i_mM"":9.896872711839904,""na_l_mM"":135.9193201538832,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17181222817663,""osm_lumen_mOsm"":301.29364101580654,""ph_i"":6.691794992374947,""ph_l"":7.031060327449109,""rest_outflow_pL_s"":0.0005606328977188463,""tic_i_mM"":4.831953787061293,""tic_l_mM"":8.893610490429262,""v_apical_mV"":-46.6763851948768,""v_basolateral_mV"":-67.3180689750135,""v_transepithelial_mV"":-20.641683780136706,""volume_i_pL"":1.3,""volume_l_pL"":0.10280316448859424}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",2.312603233911581e-12,3.191891195797325e-16,2.312603233911581e-16,4.692427002517263e-16,9.992007221626409e-16,4.8467614016778965e-27,11,0,[],"[""cl_i_mM=29.1546438 outside [47.1,53.1]"", ""ph_i=6.69179499 outside [6.77,7.05]"", ""na_i_mM=9.89687271 outside [10,35]"", ""k_i_mM=90.7612465 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P2_H1,PLOW_KHIGH,AE4NA05,AN_ABS_AE4_NHE,0.5,2.0,0.056878,0.4,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[9.231524577787757,122.06842797906202,38.00341083629794,6.420330737955777,15.234779514606977,1.3,13.951512473525588,1.5039307987996382,14.657423838218804,0.8931687565614219,0.7980194341064231,0.10290800538778166]","[7.101172752144429,93.89879075312463,4.938715952273674,6.704855004664268,1.3,135.57266435155356,14.614322696591696,8.679293250274856,7.021234948861557,0.10290800538778166]","{""cell_other_impermeant_osmoles_fmol"":185.8001586460188}","{""cl_i_mM"":29.233392950998415,""cl_l_mM"":142.43229944051652,""hco3_i_mM"":3.9552436664558344,""k_i_mM"":93.89879075312463,""k_l_mM"":14.614322696591698,""na_i_mM"":7.101172752144429,""na_l_mM"":135.57266435155356,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1721944439402,""osm_lumen_mOsm"":301.2985797389366,""ph_i"":6.704855004664173,""ph_l"":7.0212349488615535,""rest_outflow_pL_s"":0.0005816010775563319,""tic_i_mM"":4.938715952273674,""tic_l_mM"":8.679293250274856,""v_apical_mV"":-46.79257324316637,""v_basolateral_mV"":-68.06409372112701,""v_transepithelial_mV"":-21.27152047796064,""volume_i_pL"":1.3,""volume_l_pL"":0.10290800538778166}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",1.2163664173114874e-11,1.1102230246251565e-16,1.2163664173114874e-15,1.9255430583342559e-16,1.4210854715202004e-14,2.5849394142282115e-26,11,0,[],"[""cl_i_mM=29.233393 outside [47.1,53.1]"", ""ph_i=6.704855 outside [6.77,7.05]"", ""na_i_mM=7.10117275 outside [10,35]"", ""k_i_mM=93.8987908 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA10_P0.5_H1:B00,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA10_P0.5_H1,PLOW_KHIGH,AE4NA10,AN_ABS_AE4_NHE,0.5,0.5,0.056878,0.4,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[31.43896667025395,100.26304538190323,37.391626916706706,6.926707498295199,16.248622929505622,1.3,14.102294224702401,1.27989511668428,14.476204381881987,1.0027407273955127,0.9059849595046952,0.10243466308586657]","[24.18382051557996,77.12541952454094,5.328236537150153,6.738456616779612,1.3,137.67111444376064,12.494746193594633,9.789076248095416,7.0685414005321885,0.10243466308586657]","{""cell_other_impermeant_osmoles_fmol"":185.50126296258654}","{""cl_i_mM"":28.762789935928232,""cl_l_mM"":141.32134519490933,""hco3_i_mM"":4.331277112273413,""k_i_mM"":77.12541952454094,""k_l_mM"":12.494746193594633,""na_i_mM"":24.18382051557996,""na_l_mM"":137.67111444376064,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.170468792112,""osm_lumen_mOsm"":301.27628208036003,""ph_i"":6.738456616779611,""ph_l"":7.0685414005318,""rest_outflow_pL_s"":0.0004869326171733135,""tic_i_mM"":5.328236537150153,""tic_l_mM"":9.789076248095416,""v_apical_mV"":-46.325418293527335,""v_basolateral_mV"":-64.47828022767027,""v_transepithelial_mV"":-18.152861934142937,""volume_i_pL"":1.3,""volume_l_pL"":0.10243466308586657}","[""frozen_reference"", ""lower_quartile"", ""upper_quartile""]",5.729466380499648e-12,3.191891195797325e-16,5.729466380499648e-16,4.9439619065339e-16,1.4210854715202004e-14,1.2924697071141057e-26,11,0,[],"[""cl_i_mM=28.7627899 outside [47.1,53.1]"", ""ph_i=6.73845662 outside [6.77,7.05]"", ""k_i_mM=77.1254195 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA10_P1_H1:B00,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA10_P1_H1,PLOW_KHIGH,AE4NA10,AN_ABS_AE4_NHE,0.5,1.0,0.056878,0.4,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[14.410416616245872,117.29082060177409,36.72111598841938,7.188118655833428,16.918359023655725,1.2999999999999998,14.025590021608766,1.4132276886015052,14.61535800062972,0.9190345221678968,0.8234597095805506,0.10280078155066338]","[11.084935858650672,90.22370815521084,5.529322042948792,6.763302164857436,1.2999999999999998,136.4346633366452,13.747246541165868,8.939956567499133,7.032806184326478,0.10280078155066338]","{""cell_other_impermeant_osmoles_fmol"":185.9128727407168}","{""cl_i_mM"":28.247012298784142,""cl_l_mM"":142.17166231782804,""hco3_i_mM"":4.541874822974283,""k_i_mM"":90.22370815521084,""k_l_mM"":13.747246541165868,""na_i_mM"":11.084935858650672,""na_l_mM"":136.4346633366452,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17180354076123,""osm_lumen_mOsm"":301.2935287631382,""ph_i"":6.763302164857436,""ph_l"":7.032806184326462,""rest_outflow_pL_s"":0.0005601563101326756,""tic_i_mM"":5.529322042948792,""tic_l_mM"":8.939956567499133,""v_apical_mV"":-47.49440183375659,""v_basolateral_mV"":-67.94476960456205,""v_transepithelial_mV"":-20.450367770805464,""volume_i_pL"":1.2999999999999998,""volume_l_pL"":0.10280078155066338}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",5.274643569141979e-12,9.71445146547012e-16,5.274643569141979e-16,2.334070436926794e-15,2.842170943040401e-14,1.6155871338926322e-26,11,0,[],"[""cl_i_mM=28.2470123 outside [47.1,53.1]"", ""ph_i=6.76330216 outside [6.77,7.05]"", ""k_i_mM=90.2237082 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
