alk_i_fmol,alk_l_fmol,apical_current_fmol_charge_s,basolateral_current_fmol_charge_s,cl_i_fmol,cl_l_fmol,include_in_rhs_sum,k_i_fmol,k_l_fmol,na_i_fmol,na_l_fmol,pathway,root_id,tic_i_fmol,tic_l_fmol,volume_i_pL,volume_l_pL
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,CO2_basolateral,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,0.007668923100558167,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,CO2_apical,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,-0.0007368406185539111,0.0007368406185539111,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,water,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,0.0,0.0,4.2283884726934673e-16,1.8431436932253575e-16
0.0,-0.0050682725688104505,0.0,0.0,0.0,-0.14616337674580593,True,0.0,-0.02260545863276324,0.0,-0.12862619068185316,lumen_outflow,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,0.0,-0.005805113187364388,0.0,0.0
0.3781198553178031,0.0,0.0,0.0,-0.18905992765890156,0.0,True,0.0,0.0,0.18905992765890156,0.0,AE4_Na_branch,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,0.3781198553178031,0.0,0.0,0.0
-0.38572965566580725,0.0,0.0,0.0,0.19286482783290362,0.0,True,-0.19286482783290362,0.0,0.0,0.0,AE4_K_branch,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,-0.38572965566580725,0.0,0.0,0.0
-0.007609800348004125,0.0,0.0,0.0,0.0038049001740020627,0.0,False,-0.19286482783290362,0.0,0.18905992765890156,0.0,AE4_total,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,-0.007609800348004125,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.27382803165365593,0.0,True,0.13691401582682797,0.0,0.13691401582682797,0.0,NKCC1,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,0.0,0.0,0.0,0.0
0.0007970646209798337,0.0,0.0,0.0,-0.0007970646209798337,0.0,True,0.0,0.0,0.0,0.0,AE2,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,0.0007970646209798337,0.0,0.0,0.0
0.006812735727024486,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.006812735727024486,0.0,NHE1,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,0.0,0.0,0.0,0.0
