mechanism_id,round,scenario,time,na_l,k_l,height,na_i,k_i,cl_i,hco3_i,calcium,pka_activation,q_total,pH_i,ae4_cycle_flux,max_abs_raw_rhs,max_abs_conservation_check,solver_method,non_ae4_chassis_fingerprint
C3,1,ae2_knockout,149.99999999999716,124.14020388663175,6.874723940374056,22.45001281767228,40.16002693039798,110.97745307044212,31.34204523516992,11.131763402544543,0.55,0.0,0.0012988056905820845,6.917294203877744,0.0450265545482475,2.5608768366989948e-08,1.2385925618474403e-15,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C3,1,ae2_knockout,199.99999999999432,124.14020388462065,6.874723939788559,22.450012829582846,40.16002702874527,110.97745297001039,31.342045238822863,11.131763453753912,0.55,0.0,0.001298805690694003,6.91729672908136,0.04502655496030002,7.878880278039054e-10,1.4210854715202004e-14,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,ae4_knockout,0.0,118.7,5.6,28.7,25.0,120.0,50.0,10.0,0.05,0.0,0.0005314154767606833,6.910000000216041,0.0,0.0027096403272154363,1.4210854715202004e-14,BDF,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,ae4_knockout,50.0,118.67821255541007,5.56384986168932,60.042501715322416,21.47447494932945,123.48506518502992,48.3796325742343,55.95033944754428,0.05,0.0,0.0005104191180756151,7.360525811568973,0.0,1.5727683958401356e-05,1.4210854715202004e-14,BDF,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,ae4_knockout,100.0,118.59268696740394,5.56043248926294,64.15967747405041,21.215864828801944,123.65299038489225,48.683270544620036,58.16324858310311,0.05,0.0,0.0005111371706745183,7.374167015075932,0.0,3.821223296021636e-06,1.3877787807814457e-17,BDF,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,ae4_knockout,100.0000001,118.59282139400246,5.560442218433377,64.15967747697104,21.215864828801365,123.65298813817462,48.68326829696727,58.16324858599093,0.55,0.0,0.0005113089163143738,7.37416472859298,0.0,0.15940463191159138,2.842170943040401e-14,BDF,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,ae4_knockout,149.99999999999716,124.57845310153094,6.955453609908703,28.770224785911715,33.3218073995644,118.29007980645112,32.39619137532663,34.42311158014008,0.55,0.0,0.0013581225198820296,7.198441431376855,0.0,1.4511865330012268e-07,2.7582103268031233e-16,BDF,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,ae4_knockout,199.99999999999432,124.57849349477075,6.955453947890111,28.76993661029377,33.32195035217142,118.28998037301702,32.396140329189436,34.42235681524503,0.55,0.0,0.0013581198854213375,7.19844203984743,0.0,4.7314069301337935e-08,1.4210854715202004e-14,BDF,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,wt,0.0,118.7,5.6,28.7,25.0,120.0,50.0,10.0,0.05,0.0,0.0005314154767606833,6.910000000216041,0.0,0.0027096403272154363,1.4210854715202004e-14,BDF,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,wt,50.0,118.67821255541007,5.56384986168932,60.042501715322416,21.47447494932945,123.48506518502992,48.3796325742343,55.95033944754428,0.05,0.0,0.0005104191180756151,7.360525811568973,0.0,1.5727683958401356e-05,1.4210854715202004e-14,BDF,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
